央视,#genre#
CCTV6,http://222.241.154.37:9901/tsfile/live/23006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路94』
CCTV6,http://110.52.99.109:9901/tsfile/live/faacts/1005_1.m3u8$LR•IPV4『线路95』
CCTV6,http://59.62.8.250:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路96』
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?$LR•IPV4『线路97』
CCTV6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8?key=txiptv$LR•IPV4『线路98』
CCTV6,http://111.160.17.2:59901/tsfile/live/0006_1.m3u8$LR•IPV4『线路99』
CCTV6,http://222.241.154.37:9901/tsfile/live/23006_1.m3u8?key=txiptv$LR•IPV4『线路100』
CCTV6,http://115.171.216.195:4000/udp/225.1.8.84:8000$LR•IPV4『线路101』
CCTV6,http://183.3.134.56:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•IPV4『线路102』
CCTV6,http://61.52.158.169:808/hls/6/index.m3u8$LR•IPV4『线路103』
CCTV6,http://219.159.147.195:9901/tsfile/live/1008_1.m3u8$LR•IPV4『线路104』
CCTV6,http://171.108.239.98:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路105』
CCTV6,http://gouwu.pthv.gitv.tv:91/live/CCTV6hd-8M/live.m3u8$LR•IPV4『线路106』
CCTV6,http://124.165.251.82:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路107』
CCTV6,http://223.151.49.74:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路108』
CCTV6,http://218.89.240.144:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路109』
CCTV6,http://59.62.8.250:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路110』
CCTV6,http://118.122.2.29:9999/hls/6/index.m3u8$LR•IPV4『线路111』
CCTV6,http://117.27.190.42:9998/tsfile/live/23237_1.m3u8?key=txiptv$LR•IPV4『线路112』
CCTV6,http://171.108.239.99:8181/tsfile/live/1032_1.m3u8?key=txiptv$LR•IPV4『线路113』
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202$LR•IPV4『线路114』
CCTV6,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV6_HD/index.m3u8?gMac=unknown&livodToken=86f8139ff3260e367086c8b1e4760a54b14301be0d4152d8f47fe1940086b3ae_1720507946_604800&fromCDN=ws$LR•IPV4『线路115』
CCTV6,http://219.159.147.195:9901/tsfile/live/1008_1.m3u8?key=txiptv$LR•IPV4『线路116』
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8$LR•IPV4『线路117』
CCTV6,http://123.163.55.234:9901/tsfile/live/0006_1.m3u8?key=txiptv$LR•IPV4『线路118』
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8$LR•IPV4『线路119』
CCTV6,http://223.159.8.12:8099/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路120』
CCTV6,http://220.164.192.48:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路121』
CCTV6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路122』
CCTV6,http://219.147.200.9:18080/newlive/live/hls/6/live.m3u8$LR•IPV4『线路123』
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$LR•IPV4『线路124』
CCTV6,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路125』
CCTV6,https://stream1.freetv.fun/b970ab53c28abddbbf21028b034a39dccc46ac6ec60cbf3b5fe037b294758b7f.m3u8$LR•IPV4『线路126』
CCTV6,https://stream1.freetv.fun/8c65be00fb9a378a6a5a606c01cceff3493b559a8452a4e99d70670674d25bf4.m3u8$LR•IPV4『线路127』
CCTV6,https://stream1.freetv.fun/0bbbf854439553837b7ed8f6df3407017593a8266788638ba2b1b4f166b5382b.m3u8$LR•IPV4『线路128』
CCTV6,https://stream1.freetv.fun/8ec6833d540a5c39f5b2e1558eefcf081be5735308ece54d9d154b5bbcaa130a.m3u8$LR•IPV4『线路129』
CCTV6,https://stream1.freetv.fun/ddcd1023e7e15e10db88f6b0be83bb173849e91feb74fedb6972e4ba257c50d2.ctv$LR•IPV4『线路130』
CCTV6,https://stream1.freetv.fun/4cb45951cae51c9b1f16b705c4417c13937bb49c35804a4f95e9f3478b5a9a92.m3u8$LR•IPV4『线路131』
CCTV6,https://stream1.freetv.fun/63514d6a0cc1d233f91a13749a64b5271fed4f84f47cc884e189a42a4837d620.m3u8$LR•IPV4『线路132』
CCTV6,https://stream1.freetv.fun/513333530630aac10a2b2f971b63cf6726e5b43e9ad4dc66a140f7ae3ad13cfb.m3u8$LR•IPV4『线路133』
CCTV6,https://stream1.freetv.fun/f4264b8f233d614b7c6b9d750e6d580998588407ea1854207a4e8c8c3327d682.m3u8$LR•IPV4『线路134』
CCTV6,https://stream1.freetv.fun/7bbfe5fb8392af3f4ffdc18217c886d0937de05315ed7980dc17d9578d4411ac.m3u8$LR•IPV4『线路135』
CCTV6,https://stream1.freetv.fun/77bb0307b4fe088ef0be2ae8fa3f0c537e9e9c0454cf325c380ba9d3abef4bab.m3u8$LR•IPV4『线路136』
CCTV6,http://123.160.175.63:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路137』
CCTV6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路138』
CCTV6,http://111.225.49.176:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路139』
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路140』
CCTV6,http://111.225.113.77:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路141』
CCTV6,http://119.163.199.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路142』
CCTV6,http://14.204.12.226:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路143』
CCTV6,http://118.81.98.130:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路144』
CCTV6,http://220.202.98.51:14901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路145』
CCTV6,http://121.24.98.134:8090/hls/14/index.m3u8$LR•IPV4『线路146』
CCTV6,http://22725y284r.yicp.fun:9902/tsfile/live/0006_1.m3u8$LR•IPV4『线路147』
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路148』
CCTV6,rtsp://115.153.254.81/PLTV/88888888/224/3221226909/65396493.smil$LR•IPV4『线路149』
CCTV6,rtsp://115.153.254.81/PLTV/88888888/224/3221226843/63329570.smil$LR•IPV4『线路150』
CCTV6,http://61.163.181.78:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路151』
CCTV6,http://116.117.105.198:8096/tsfile/live/0006_1.m3u8$LR•IPV4『线路152』
CCTV6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路153』
CCTV6,http://1732e975z9.zicp.fun:8082/hls/7/index.m3u8$LR•IPV4『线路154』
CCTV6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8$LR•IPV4『线路155』
CCTV6,http://219.159.194.108:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路156』
CCTV6,http://180.158.164.233:8888/udp/239.45.1.70:5140$LR•IPV4『线路157』
CCTV6,http://kxrj.site:35455/itv/1000000001000001737.m3u8?cdn=ystenlive$LR•IPV4『线路158』
CCTV6,http://222.218.158.156:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路159』
CCTV6,http://180.158.191.162:9999/udp/239.45.1.70:5140$LR•IPV4『线路160』
CCTV6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3$LR•IPV4『线路161』
CCTV6,http://114.243.97.208:8822/rtp/239.3.1.174:8001$LR•IPV4『线路162』
CCTV6,http://114.243.104.64:8822/rtp/239.3.1.174:8001$LR•IPV4『线路163』
CCTV6,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3$LR•IPV4『线路164』
CCTV6,http://115.48.63.30:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路165』
CCTV6,http://101.65.32.166:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路166』
CCTV6,http://kxrj.site:35455/tptv/G_CCTV-6-AVS-4K264.m3u8$LR•IPV4『线路167』
CCTV6,http://120.55.49.231:8617/rtp/233.50.201.18:5140$LR•IPV4『线路168』
CCTV6,http://27.11.251.221:8002/udp/225.0.4.144:7980$LR•IPV4『线路169』
CCTV6,http://106.46.33.113:808/hls/6/index.m3u8$LR•IPV4『线路170』
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路171』
CCTV6,http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8$LR•IPV4『线路172』
CCTV6,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV4『线路173』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV4『线路174』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV4『线路175』
CCTV6,http://110.177.146.152:888/udp/239.1.1.13:8013$LR•IPV4『线路176』
CCTV6,http://122.9.151.210:887/rtp/238.255.2.135:5999$LR•IPV4『线路177』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV4『线路178』
CCTV6,http://211.158.152.144:8004/udp/225.0.4.144:7980$LR•IPV4『线路179』
CCTV6,http://112.123.206.32:808/hls/7/index.m3u8$LR•IPV4『线路180』
CCTV6,http://14.29.76.30:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路181』
CCTV6,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$LR•IPV4『线路182』
CCTV6,http://47.102.200.34:18081/live/program/live/cctv6hd8m/8000000/mnf.m3u8$LR•IPV4『线路183』
CCTV6,http://211.158.152.144:8002/udp/225.0.4.144:7980$LR•IPV4『线路184』
CCTV6,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265006$LR•IPV4『线路185』
CCTV6,http://113.15.187.190:8181/tsfile/live/faacts/0006_1.m3u8$LR•IPV4『线路186』
CCTV6,http://39.135.133.154:80/TVOD/88888888/224/3221225814/main.m3u8$LR•IPV4『线路187』
CCTV6,http://123.182.60.29:9002/hls/6/index.m3u8$LR•IPV4『线路188』
CCTV6,http://60.189.165.36:5555/rtp/233.50.201.198:5140$LR•IPV4『线路189』
CCTV6,http://ttkx.live:55/lib/aikan.php?id=cctv6$LR•IPV4『线路190』
CCTV6,http://27.11.254.216:8005/udp/225.0.4.144:7980$LR•IPV4『线路191』
CCTV6,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV4『线路192』
CCTV6,http://139.196.151.191:6846/rtp/239.45.1.70:5140$LR•IPV4『线路193』
CCTV6,http://219.159.194.172:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路194』
CCTV6,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路195』
CCTV6,http://211.158.153.199:8005/udp/225.0.4.144:7980$LR•IPV4『线路196』
CCTV6,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no$LR•IPV4『线路197』
CCTV6,http://36.46.98.55:8010/rtp/239.112.205.223:5140$LR•IPV4『线路198』
CCTV6,http://123.122.162.250:19999/rtp/239.3.1.174:8001$LR•IPV4『线路199』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路200』
CCTV6,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路201』
CCTV6,http://183.31.9.191:9001/udp/239.77.0.171:5146$LR•IPV4『线路202』
CCTV6,http://kxrj.site:998/123/mg.php?id=cctv6$LR•IPV4『线路203』
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8$LR•IPV4『线路204』
CCTV6,http://ygbh666.cn/aikmigu.php?id=cctv6$LR•IPV4『线路205』
CCTV6,http://123.122.162.7:19999/rtp/239.3.1.109:8001$LR•IPV4『线路206』
CCTV6,http://119.145.76.100:10000/udp/239.77.0.171:5146$LR•IPV4『线路207』
CCTV6,http://60.26.62.138:4022/rtp/225.1.1.195:5002$LR•IPV4『线路208』
CCTV6,http://27.11.250.143:8001/udp/225.0.4.144:7980$LR•IPV4『线路209』
CCTV6,http://111.193.225.167:8888/rtp/239.3.1.174:8001$LR•IPV4『线路210』
CCTV6,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路211』
CCTV6,http://vod.hnqczh.cn:808/hls/14/index.m3u8$LR•IPV4『线路212』
CCTV6,http://58.254.14.139:808/hls/6/index.m3u8$LR•IPV4『线路213』
CCTV6,http://219.159.194.176:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路214』
CCTV6,http://123.56.129.203:4310/rtp/225.1.8.90:8000$LR•IPV4『线路215』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$LR•IPV4『线路216』
CCTV6,http://39.135.133.157:80/TVOD/88888888/224/3221225814/main.m3u8$LR•IPV4『线路217』
CCTV6,http://113.220.232.121:9999/tsfile/live/0006_1.m3u8$LR•IPV4『线路218』
CCTV6,http://111.123.105.133:8881/rtp/238.255.2.135:5999$LR•IPV4『线路219』
CCTV6,http://iptvcyp.top:9901/tsfile/live/faacts/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路220』
CCTV6,http://123.56.129.203:4310/rtp/225.1.8.84:8000$LR•IPV4『线路221』
CCTV6,http://106.120.14.74:2333/udp/225.1.8.84:8000$LR•IPV4『线路222』
CCTV6,http://123.122.162.250:19999/rtp/239.3.1.109:8001$LR•IPV4『线路223』
CCTV6,http://bl.dchwtq.asia:10000/rtp/239.69.1.124:10382$LR•IPV4『线路224』
CCTV6,http://27.11.251.221:8008/udp/225.0.4.144:7980$LR•IPV4『线路225』
CCTV6,http://222.94.215.155:4022/rtp/239.49.9.33:6000$LR•IPV4『线路226』
CCTV6,http://123.56.129.203:2604/rtp/225.1.8.90:8000$LR•IPV4『线路227』
CCTV6,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8$LR•IPV4『线路228』
CCTV6,mitv://135.148.104.228:19806/bcd8bbb9c46540a98045c37dce48b29a$LR•IPV4『线路229』
CCTV6,http://27.11.250.143:8004/udp/225.0.4.144:7980$LR•IPV4『线路230』
CCTV6,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.36:9734$LR•IPV4『线路231』
CCTV6,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV4『线路232』
CCTV6,http://dd.ddzb.fun/php/migu.php?id=cctv6$LR•IPV4『线路233』
CCTV6,http://139.196.151.191:2051/rtp/239.45.1.70:5140$LR•IPV4『线路234』
CCTV6,http://39.135.133.167:80/TVOD/88888888/224/3221225814/main.m3u8$LR•IPV4『线路235』
CCTV6,http://120.55.49.231:3095/rtp/233.50.201.198:5140$LR•IPV4『线路236』
CCTV6,http://123.56.129.203:2604/rtp/225.1.8.84:8000$LR•IPV4『线路237』
CCTV6,http://106.120.14.74:2333/udp/225.1.8.90:8000$LR•IPV4『线路238』
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$LR•IPV4『线路239』
CCTV6,http://183.66.15.146:60901/tsfile/live/0006_1.m3u8?key=txiptv$LR•IPV4『线路240』
CCTV6,http://171.13.115.66:808/hls/6/index.m3u8$LR•IPV4『线路241』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路242』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路243』
CCTV6,http://27.11.251.221:8004/udp/225.0.4.144:7980$LR•IPV4『线路244』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV4『线路245』
CCTV6,http://171.119.207.178:6000/rtp/226.0.2.210:9592$LR•IPV4『线路246』
CCTV6,http://27.11.250.143:8002/udp/225.0.4.144:7980$LR•IPV4『线路247』
CCTV6,http://1.203.110.68:8686/udp/225.1.8.84:8000$LR•IPV4『线路248』
CCTV6,http://222.218.158.104:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路249』
CCTV6,http://121.24.98.154:8090/hls/14/index.m3u8$LR•IPV4『线路250』
CCTV6,http://39.98.201.151:9090/udp/225.1.8.84:8000$LR•IPV4『线路251』
CCTV6,http://171.8.138.74:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路252』
CCTV6,http://124.226.29.151:4022/udp/239.81.0.233:4056$LR•IPV4『线路253』
CCTV6,http://211.158.153.199:8003/udp/225.0.4.144:7980$LR•IPV4『线路254』
CCTV6,http://211.158.152.144:8001/udp/225.0.4.144:7980$LR•IPV4『线路255』
CCTV6,http://110.177.146.171:888/udp/239.1.1.13:8013$LR•IPV4『线路256』
CCTV6,p3p://108.181.32.169:23201/64260cc800087ffdedfb712c61a06569$LR•IPV4『线路257』
CCTV6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=no$LR•IPV4『线路258』
CCTV6,http://27.11.250.143:8003/udp/225.0.4.144:7980$LR•IPV4『线路259』
CCTV6,http://123.145.66.45:8004/udp/225.0.4.144:7980$LR•IPV4『线路260』
CCTV6,http://120.55.49.231:8617/rtp/233.50.201.198:5140$LR•IPV4『线路261』
CCTV6,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路262』
CCTV6,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路263』
CCTV6,http://wouu.net:9977/udp/239.93.1.13:2226$LR•IPV4『线路264』
CCTV6,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路265』
CCTV6,http://39.98.201.151:9090/udp/225.1.8.90:8000$LR•IPV4『线路266』
CCTV6,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路267』
CCTV6,http://114.253.253.97:4001/rtp/239.3.1.174:8001$LR•IPV4『线路268』
CCTV6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=3$LR•IPV4『线路269』
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路270』
CCTV6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路271』
CCTV6,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8?$LR•IPV4『线路272』
CCTV6,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路273』
CCTV6,http://113.57.20.158:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路274』
CCTV6,http://1.203.110.68:8686/udp/225.1.8.90:8000$LR•IPV4『线路275』
CCTV6,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路276』
CCTV6,http://139.196.228.200:5678/mghd1080.php?id=cctv6$LR•IPV4『线路277』
CCTV6,http://120.224.178.16:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路278』
CCTV6,http://211.158.153.199:8004/udp/225.0.4.144:7980$LR•IPV4『线路279』
CCTV6,http://117.72.68.25:9930/migu.php?id=cctv6$LR•IPV4『线路280』
CCTV6,http://113.120.46.204:8123/udp/239.21.2.47:5002$LR•IPV4『线路281』
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路282』
CCTV6,http://223.151.49.74:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路283』
CCTV6,http://27.11.251.221:8006/udp/225.0.4.144:7980$LR•IPV4『线路284』
CCTV6,http://27.10.224.44:8005/udp/225.0.4.144:7980$LR•IPV4『线路285』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8?$LR•IPV4『线路286』
CCTV6,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000006$LR•IPV4『线路287』
CCTV6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no$LR•IPV4『线路288』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$LR•IPV4『线路289』
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路290』
CCTV6,http://222.218.158.76:8181/tsfile/live/0006_1.m3u8$LR•IPV4『线路291』
CCTV6,http://27.11.251.76:8003/udp/225.0.4.144:7980$LR•IPV4『线路292』
CCTV6,http://27.11.251.76:8001/udp/225.0.4.144:7980$LR•IPV4『线路293』
CCTV6,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV4『线路294』
CCTV6,http://221.196.136.66:1/udp/225.1.1.195:5002$LR•IPV4『线路295』
CCTV6,http://zbdl.jsonjk.top/MGDL/ZBmgDL.php?id=cctv6$LR•IPV4『线路296』
CCTV6,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8?$LR•IPV4『线路297』
CCTV6,http://123.113.176.137:9000/rtp/239.3.1.174:8001$LR•IPV4『线路298』
CCTV6,http://36.35.16.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路299』
CCTV6,http://www.furymax.top:85/rtp/239.69.1.124:10382$LR•IPV4『线路300』
CCTV6,http://39.135.133.177:80/TVOD/88888888/224/3221225814/main.m3u8$LR•IPV4『线路301』
CCTV6,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4『线路302』
CCTV6,p2p://142.54.189.229:3456/64df4ede000dbb8905923ec6442531c0.ts$LR•IPV4『线路303』
CCTV6,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV4『线路304』
CCTV6,http://113.120.46.204:8123/udp/239.21.1.6:5002$LR•IPV4『线路305』
CCTV6,p3p://108.181.32.169:28946/64260cc800087ffdedfb712c61a06569$LR•IPV4『线路306』
CCTV6,http://116.227.232.149:7777/tsfile/live/0006_1.m3u8$LR•IPV4『线路307』
CCTV6,http://113.119.26.228:58888/udp/239.77.0.171:5146$LR•IPV4『线路308』
CCTV6,http://rihou.cc:567/23201.php?id=cctv6$LR•IPV4『线路309』
CCTV6,http://114.243.103.165:8822/rtp/239.3.1.174:8001$LR•IPV4『线路310』
CCTV6,http://222.70.23.103:6666/udp/239.45.1.70:5140$LR•IPV4『线路311』
CCTV6,http://115.234.227.164:8808/udp/233.50.200.109:5140$LR•IPV4『线路312』
CCTV6,http://202.103.213.10:8888/udp/239.81.0.233:4056$LR•IPV4『线路313』

CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8?
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/064/2024072003.m3u8

CCTV8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226008/index.m3u8
CCTV8,http://121.24.98.134:8090/hls/16/index.m3u8
CCTV8,http://121.24.99.163:8090/hls/16/index.m3u8
